CME_ID timestamp solar_wind_km_s
CME0001 2025-01-01T00:00:00Z 1025.564
CME0001 2025-01-01T00:01:00Z 1143.018
CME0001 2025-01-01T00:02:00Z 754.017
CME0001 2025-01-01T00:03:00Z 647.419
CME0001 2025-01-01T00:04:00Z 591.898
CME0001 2025-01-01T00:05:00Z 1127.018
CME0001 2025-01-01T00:06:00Z 801.871
CME0001 2025-01-01T00:07:00Z 1001.971
CME0001 2025-01-01T00:08:00Z 1120.751
CME0001 2025-01-01T00:09:00Z 926.053
CME0002 2025-01-01T01:00:00Z 990.465
CME0002 2025-01-01T01:01:00Z 1005.420
CME0002 2025-01-01T01:02:00Z 1139.707
CME0002 2025-01-01T01:03:00Z 935.745
CME0002 2025-01-01T01:04:00Z 359.040
CME0002 2025-01-01T01:05:00Z 540.070
CME0002 2025-01-01T01:06:00Z 439.092
CME0002 2025-01-01T01:07:00Z 810.596
CME0002 2025-01-01T01:08:00Z 844.447
CME0002 2025-01-01T01:09:00Z 950.097
CME0003 2025-01-01T02:00:00Z 946.433
CME0003 2025-01-01T02:01:00Z 1132.345
CME0003 2025-01-01T02:02:00Z 1013.058
CME0003 2025-01-01T02:03:00Z 374.209
CME0003 2025-01-01T02:04:00Z 1111.286
CME0003 2025-01-01T02:05:00Z 845.602
CME0003 2025-01-01T02:06:00Z 377.477
CME0003 2025-01-01T02:07:00Z 776.148
CME0003 2025-01-01T02:08:00Z 826.678
CME0003 2025-01-01T02:09:00Z 1141.775
CME0004 2025-01-01T03:00:00Z 460.964
CME0004 2025-01-01T03:01:00Z 580.620
CME0004 2025-01-01T03:02:00Z 925.869
CME0004 2025-01-01T03:03:00Z 1092.585
CME0004 2025-01-01T03:04:00Z 964.973
CME0004 2025-01-01T03:05:00Z 1125.125
CME0004 2025-01-01T03:06:00Z 1033.707
CME0004 2025-01-01T03:07:00Z 875.826
CME0004 2025-01-01T03:08:00Z 1036.254
CME0004 2025-01-01T03:09:00Z 540.241
CME0005 2025-01-01T04:00:00Z 404.903
CME0005 2025-01-01T04:01:00Z 1158.932
CME0005 2025-01-01T04:02:00Z 644.565
CME0005 2025-01-01T04:03:00Z 624.000
CME0005 2025-01-01T04:04:00Z 964.736
CME0005 2025-01-01T04:05:00Z 1009.266
CME0005 2025-01-01T04:06:00Z 938.602
CME0005 2025-01-01T04:07:00Z 836.679
CME0005 2025-01-01T04:08:00Z 817.898
CME0005 2025-01-01T04:09:00Z 1193.501
CME0006 2025-01-01T05:00:00Z 1003.129
CME0006 2025-01-01T05:01:00Z 942.152
CME0006 2025-01-01T05:02:00Z 990.694
CME0006 2025-01-01T05:03:00Z 1143.661
CME0006 2025-01-01T05:04:00Z 360.378
CME0006 2025-01-01T05:05:00Z 447.934
CME0006 2025-01-01T05:06:00Z 1058.611
CME0006 2025-01-01T05:07:00Z 1009.202
CME0006 2025-01-01T05:08:00Z 903.755
CME0006 2025-01-01T05:09:00Z 332.579
CME0007 2025-01-01T06:00:00Z 872.408
CME0007 2025-01-01T06:01:00Z 876.567
CME0007 2025-01-01T06:02:00Z 375.362
CME0007 2025-01-01T06:03:00Z 481.524
CME0007 2025-01-01T06:04:00Z 861.459
CME0007 2025-01-01T06:05:00Z 446.616
CME0007 2025-01-01T06:06:00Z 977.087
CME0007 2025-01-01T06:07:00Z 879.025
CME0007 2025-01-01T06:08:00Z 1175.892
CME0007 2025-01-01T06:09:00Z 1094.417
CME0008 2025-01-01T07:00:00Z 313.305
CME0009 2025-01-01T08:00:00Z 970.665
CME0009 2025-01-01T08:01:00Z 981.695
CME0009 2025-01-01T08:02:00Z 1084.909
CME0009 2025-01-01T08:03:00Z 715.501
CME0009 2025-01-01T08:04:00Z 1122.840
CME0009 2025-01-01T08:05:00Z 1093.381
CME0009 2025-01-01T08:06:00Z 843.001
CME0009 2025-01-01T08:07:00Z 878.385
CME0009 2025-01-01T08:08:00Z 624.965
CME0009 2025-01-01T08:09:00Z 568.737
CME0010 2025-01-01T09:00:00Z 472.809
CME0010 2025-01-01T09:01:00Z 1022.247
CME0010 2025-01-01T09:02:00Z 1027.098
CME0010 2025-01-01T09:03:00Z 1020.292
CME0010 2025-01-01T09:04:00Z 418.222
CME0010 2025-01-01T09:05:00Z 421.779
CME0010 2025-01-01T09:06:00Z 1013.839
CME0010 2025-01-01T09:07:00Z 1077.185
CME0010 2025-01-01T09:08:00Z 1069.515
CME0010 2025-01-01T09:09:00Z 891.062
CME0011 2025-01-01T10:00:00Z 954.739
CME0011 2025-01-01T10:01:00Z 746.716
CME0011 2025-01-01T10:02:00Z 1063.089
CME0011 2025-01-01T10:03:00Z 613.810
CME0011 2025-01-01T10:04:00Z 1152.194
CME0011 2025-01-01T10:05:00Z 1131.319
CME0011 2025-01-01T10:06:00Z 987.748
CME0011 2025-01-01T10:07:00Z 465.427
CME0011 2025-01-01T10:08:00Z 1015.916
CME0011 2025-01-01T10:09:00Z 939.508
CME0012 2025-01-01T11:00:00Z 852.222
CME0012 2025-01-01T11:01:00Z 864.442
CME0012 2025-01-01T11:02:00Z 371.472
CME0012 2025-01-01T11:03:00Z 329.296
CME0012 2025-01-01T11:04:00Z 1196.348
CME0012 2025-01-01T11:05:00Z 786.475
CME0012 2025-01-01T11:06:00Z 1193.975
CME0012 2025-01-01T11:07:00Z 1015.112
CME0012 2025-01-01T11:08:00Z 1025.314
CME0012 2025-01-01T11:09:00Z 1105.008
CME0013 2025-01-01T12:00:00Z 819.774
CME0013 2025-01-01T12:01:00Z 1148.213
CME0013 2025-01-01T12:02:00Z 855.565
CME0013 2025-01-01T12:03:00Z 587.108
CME0013 2025-01-01T12:04:00Z 377.207
CME0013 2025-01-01T12:05:00Z 1034.998
CME0013 2025-01-01T12:06:00Z 958.642
CME0013 2025-01-01T12:07:00Z 981.744
CME0013 2025-01-01T12:08:00Z 512.181
CME0013 2025-01-01T12:09:00Z 1117.640
CME0014 2025-01-01T13:00:00Z 1025.677
CME0014 2025-01-01T13:01:00Z 452.940
CME0014 2025-01-01T13:02:00Z 1195.513
CME0014 2025-01-01T13:03:00Z 910.318
CME0014 2025-01-01T13:04:00Z 653.459
CME0014 2025-01-01T13:05:00Z 808.975
CME0014 2025-01-01T13:06:00Z 974.265
CME0014 2025-01-01T13:07:00Z 1127.121
CME0014 2025-01-01T13:08:00Z 331.272
CME0014 2025-01-01T13:09:00Z 854.802
CME0015 2025-01-01T14:00:00Z 439.332
CME0016 2025-01-01T15:00:00Z 973.010
CME0016 2025-01-01T15:01:00Z 1048.153
CME0016 2025-01-01T15:02:00Z 586.821
CME0016 2025-01-01T15:03:00Z 777.164
CME0016 2025-01-01T15:04:00Z 608.840
CME0016 2025-01-01T15:05:00Z 1103.733
CME0016 2025-01-01T15:06:00Z 1067.820
CME0016 2025-01-01T15:07:00Z 972.944
CME0016 2025-01-01T15:08:00Z 1196.768
CME0016 2025-01-01T15:09:00Z 1086.712
CME0017 2025-01-01T16:00:00Z 1197.684
CME0017 2025-01-01T16:01:00Z 777.406
CME0017 2025-01-01T16:02:00Z 478.683
CME0017 2025-01-01T16:03:00Z 912.960
CME0017 2025-01-01T16:04:00Z 934.444
CME0017 2025-01-01T16:05:00Z 1116.490
CME0017 2025-01-01T16:06:00Z 557.384
CME0017 2025-01-01T16:07:00Z 945.332
CME0017 2025-01-01T16:08:00Z 850.650
CME0017 2025-01-01T16:09:00Z 984.260
CME0018 2025-01-01T17:00:00Z 779.154
CME0018 2025-01-01T17:01:00Z 999.567
CME0018 2025-01-01T17:02:00Z 1186.944
CME0018 2025-01-01T17:03:00Z 1169.413
CME0018 2025-01-01T17:04:00Z 619.203
CME0018 2025-01-01T17:05:00Z 1005.323
CME0018 2025-01-01T17:06:00Z 518.493
CME0018 2025-01-01T17:07:00Z 893.784
CME0018 2025-01-01T17:08:00Z 983.167
CME0018 2025-01-01T17:09:00Z 1155.724
CME0019 2025-01-01T18:00:00Z 905.297
CME0019 2025-01-01T18:01:00Z 676.839
CME0019 2025-01-01T18:02:00Z 1021.007
CME0019 2025-01-01T18:03:00Z 1007.519
CME0019 2025-01-01T18:04:00Z 1168.667
CME0019 2025-01-01T18:05:00Z 742.559
CME0019 2025-01-01T18:06:00Z 372.454
CME0019 2025-01-01T18:07:00Z 1136.842
CME0019 2025-01-01T18:08:00Z 1186.930
CME0019 2025-01-01T18:09:00Z 841.917
CME0020 2025-01-01T19:00:00Z 774.771
CME0020 2025-01-01T19:01:00Z 929.965
CME0020 2025-01-01T19:02:00Z 921.764
CME0020 2025-01-01T19:03:00Z 547.425
CME0020 2025-01-01T19:04:00Z 1190.866
CME0020 2025-01-01T19:05:00Z 1175.844
CME0020 2025-01-01T19:06:00Z 1100.292
CME0020 2025-01-01T19:07:00Z 1169.860
CME0020 2025-01-01T19:08:00Z 861.989
CME0020 2025-01-01T19:09:00Z 656.870
CME0021 2025-01-01T20:00:00Z 401.489
CME0021 2025-01-01T20:01:00Z 1182.670
CME0021 2025-01-01T20:02:00Z 1197.431
CME0021 2025-01-01T20:03:00Z 497.529
CME0021 2025-01-01T20:04:00Z 908.920
CME0021 2025-01-01T20:05:00Z 1162.217
CME0021 2025-01-01T20:06:00Z 692.915
CME0021 2025-01-01T20:07:00Z 1043.432
CME0021 2025-01-01T20:08:00Z 1163.788
CME0021 2025-01-01T20:09:00Z 871.187
CME0022 2025-01-01T21:00:00Z 946.239
CME0022 2025-01-01T21:01:00Z 976.934
CME0022 2025-01-01T21:02:00Z 1087.748
CME0022 2025-01-01T21:03:00Z 866.335
CME0022 2025-01-01T21:04:00Z 470.659
CME0022 2025-01-01T21:05:00Z 501.429
CME0022 2025-01-01T21:06:00Z 1048.410
CME0022 2025-01-01T21:07:00Z 357.186
CME0022 2025-01-01T21:08:00Z 1138.466
CME0022 2025-01-01T21:09:00Z 1103.385
CME0023 2025-01-01T22:00:00Z 652.097
CME0023 2025-01-01T22:01:00Z 957.219
CME0023 2025-01-01T22:02:00Z 835.642
CME0023 2025-01-01T22:03:00Z 1098.035
CME0023 2025-01-01T22:04:00Z 1088.250
CME0023 2025-01-01T22:05:00Z 733.617
CME0023 2025-01-01T22:06:00Z 882.221
CME0023 2025-01-01T22:07:00Z 1159.965
CME0023 2025-01-01T22:08:00Z 951.288
CME0023 2025-01-01T22:09:00Z 492.822
CME0024 2025-01-01T23:00:00Z 1185.639
CME0024 2025-01-01T23:01:00Z 460.221
CME0024 2025-01-01T23:02:00Z 814.968
CME0024 2025-01-01T23:03:00Z 835.996
CME0024 2025-01-01T23:04:00Z 903.328
CME0024 2025-01-01T23:05:00Z 1167.399
CME0024 2025-01-01T23:06:00Z 1041.017
CME0024 2025-01-01T23:07:00Z 477.827
CME0024 2025-01-01T23:08:00Z 1106.769
CME0024 2025-01-01T23:09:00Z 300.016
CME0025 2025-01-02T00:00:00Z 313.202
CME0025 2025-01-02T00:01:00Z 1091.758
CME0025 2025-01-02T00:02:00Z 1092.171
CME0025 2025-01-02T00:03:00Z 1173.867
CME0025 2025-01-02T00:04:00Z 473.738
CME0025 2025-01-02T00:05:00Z 862.993
CME0025 2025-01-02T00:06:00Z 1089.775
CME0025 2025-01-02T00:07:00Z 796.461
CME0025 2025-01-02T00:08:00Z 827.692
CME0025 2025-01-02T00:09:00Z 805.128
CME0026 2025-01-02T01:00:00Z 985.651
CME0026 2025-01-02T01:01:00Z 995.984
CME0026 2025-01-02T01:02:00Z 522.334
CME0026 2025-01-02T01:03:00Z 839.191
CME0026 2025-01-02T01:04:00Z 1157.825
CME0026 2025-01-02T01:05:00Z 689.373
CME0026 2025-01-02T01:06:00Z 885.150
CME0026 2025-01-02T01:07:00Z 931.358
CME0026 2025-01-02T01:08:00Z 540.108
CME0026 2025-01-02T01:09:00Z 1188.588
CME0027 2025-01-02T02:00:00Z 942.183
CME0027 2025-01-02T02:01:00Z 943.452
CME0027 2025-01-02T02:02:00Z 897.609
CME0027 2025-01-02T02:03:00Z 965.658
CME0027 2025-01-02T02:04:00Z 668.421
CME0027 2025-01-02T02:05:00Z 1124.177
CME0027 2025-01-02T02:06:00Z 1097.352
CME0027 2025-01-02T02:07:00Z 900.382
CME0027 2025-01-02T02:08:00Z 623.298
CME0027 2025-01-02T02:09:00Z 735.974
CME0028 2025-01-02T03:00:00Z 893.663
CME0028 2025-01-02T03:01:00Z 1053.041
CME0028 2025-01-02T03:02:00Z 1187.103
CME0028 2025-01-02T03:03:00Z 1070.678
CME0028 2025-01-02T03:04:00Z 698.404
CME0028 2025-01-02T03:05:00Z 339.926
CME0028 2025-01-02T03:06:00Z 856.452
CME0028 2025-01-02T03:07:00Z 880.463
CME0028 2025-01-02T03:08:00Z 971.354
CME0028 2025-01-02T03:09:00Z 463.840
CME0029 2025-01-02T04:00:00Z 884.110
CME0029 2025-01-02T04:01:00Z 1198.953
CME0029 2025-01-02T04:02:00Z 950.985
CME0029 2025-01-02T04:03:00Z 853.907
CME0029 2025-01-02T04:04:00Z 737.430
CME0029 2025-01-02T04:05:00Z 986.085
CME0029 2025-01-02T04:06:00Z 375.558
CME0029 2025-01-02T04:07:00Z 1040.039
CME0029 2025-01-02T04:08:00Z 964.833
CME0029 2025-01-02T04:09:00Z 425.021
CME0030 2025-01-02T05:00:00Z 740.943
CME0030 2025-01-02T05:01:00Z 1030.417
CME0030 2025-01-02T05:02:00Z 802.502
CME0030 2025-01-02T05:03:00Z 776.585
CME0030 2025-01-02T05:04:00Z 823.241
CME0030 2025-01-02T05:05:00Z 405.359
CME0030 2025-01-02T05:06:00Z 1065.194
CME0030 2025-01-02T05:07:00Z 831.487
CME0030 2025-01-02T05:08:00Z 800.584
CME0030 2025-01-02T05:09:00Z 816.884
CME0031 2025-01-02T06:00:00Z 629.995
CME0031 2025-01-02T06:01:00Z 859.937
CME0031 2025-01-02T06:02:00Z 1037.978
CME0031 2025-01-02T06:03:00Z 836.211
CME0031 2025-01-02T06:04:00Z 870.305
CME0031 2025-01-02T06:05:00Z 388.507
CME0031 2025-01-02T06:06:00Z 989.657
CME0031 2025-01-02T06:07:00Z 1163.598
CME0031 2025-01-02T06:08:00Z 1013.059
CME0031 2025-01-02T06:09:00Z 742.181
CME0032 2025-01-02T07:00:00Z 934.842
CME0032 2025-01-02T07:01:00Z 735.038
CME0032 2025-01-02T07:02:00Z 1022.013
CME0032 2025-01-02T07:03:00Z 1195.414
CME0032 2025-01-02T07:04:00Z 702.608
CME0032 2025-01-02T07:05:00Z 865.798
CME0032 2025-01-02T07:06:00Z 878.456
CME0032 2025-01-02T07:07:00Z 1016.562
CME0032 2025-01-02T07:08:00Z 744.400
CME0032 2025-01-02T07:09:00Z 1152.319
CME0033 2025-01-02T08:00:00Z 542.637
CME0034 2025-01-02T09:00:00Z 645.879
CME0034 2025-01-02T09:01:00Z 610.902
CME0034 2025-01-02T09:02:00Z 930.636
CME0034 2025-01-02T09:03:00Z 806.031
CME0034 2025-01-02T09:04:00Z 867.674
CME0034 2025-01-02T09:05:00Z 874.336
CME0034 2025-01-02T09:06:00Z 672.280
CME0034 2025-01-02T09:07:00Z 910.278
