CME_ID timestamp radio_bursts_sfu
CME0001 2025-01-01T00:00:00Z 1487.082
CME0001 2025-01-01T00:01:00Z 1491.584
CME0001 2025-01-01T00:02:00Z 594.968
CME0001 2025-01-01T00:03:00Z 223.711
CME0001 2025-01-01T00:04:00Z 995.908
CME0001 2025-01-01T00:05:00Z 3166.444
CME0001 2025-01-01T00:06:00Z 4402.312
CME0001 2025-01-01T00:07:00Z 4591.733
CME0001 2025-01-01T00:08:00Z 3224.840
CME0001 2025-01-01T00:09:00Z 4290.324
CME0002 2025-01-01T01:00:00Z 2153.698
CME0002 2025-01-01T01:01:00Z 3978.306
CME0002 2025-01-01T01:02:00Z 4996.545
CME0002 2025-01-01T01:03:00Z 1838.201
CME0002 2025-01-01T01:04:00Z 745.491
CME0002 2025-01-01T01:05:00Z 201.451
CME0002 2025-01-01T01:06:00Z 670.954
CME0002 2025-01-01T01:07:00Z 2572.005
CME0002 2025-01-01T01:08:00Z 4379.191
CME0002 2025-01-01T01:09:00Z 1842.613
CME0003 2025-01-01T02:00:00Z 2335.826
CME0003 2025-01-01T02:01:00Z 3513.766
CME0003 2025-01-01T02:02:00Z 3228.858
CME0003 2025-01-01T02:03:00Z 968.045
CME0003 2025-01-01T02:04:00Z 4642.102
CME0003 2025-01-01T02:05:00Z 3060.973
CME0003 2025-01-01T02:06:00Z 333.453
CME0003 2025-01-01T02:07:00Z 94.347
CME0003 2025-01-01T02:08:00Z 1606.260
CME0003 2025-01-01T02:09:00Z 1679.311
CME0004 2025-01-01T03:00:00Z 324.895
CME0004 2025-01-01T03:01:00Z 134.586
CME0004 2025-01-01T03:02:00Z 4876.366
CME0004 2025-01-01T03:03:00Z 4748.534
CME0004 2025-01-01T03:04:00Z 3644.786
CME0004 2025-01-01T03:05:00Z 4790.918
CME0004 2025-01-01T03:06:00Z 3291.984
CME0004 2025-01-01T03:07:00Z 3257.474
CME0004 2025-01-01T03:08:00Z 1304.101
CME0004 2025-01-01T03:09:00Z 753.305
CME0005 2025-01-01T04:00:00Z 58.775
CME0005 2025-01-01T04:01:00Z 1942.984
CME0005 2025-01-01T04:02:00Z 367.313
CME0005 2025-01-01T04:03:00Z 332.503
CME0005 2025-01-01T04:04:00Z 3792.723
CME0005 2025-01-01T04:05:00Z 2402.666
CME0005 2025-01-01T04:06:00Z 1827.279
CME0005 2025-01-01T04:07:00Z 3489.235
CME0005 2025-01-01T04:08:00Z 4041.018
CME0005 2025-01-01T04:09:00Z 2589.031
CME0006 2025-01-01T05:00:00Z 1444.504
CME0006 2025-01-01T05:01:00Z 2512.914
CME0006 2025-01-01T05:02:00Z 1515.910
CME0006 2025-01-01T05:03:00Z 2710.872
CME0006 2025-01-01T05:04:00Z 608.829
CME0006 2025-01-01T05:05:00Z 54.986
CME0006 2025-01-01T05:06:00Z 1493.488
CME0006 2025-01-01T05:07:00Z 2495.558
CME0006 2025-01-01T05:08:00Z 4056.635
CME0006 2025-01-01T05:09:00Z 686.541
CME0007 2025-01-01T06:00:00Z 1082.927
CME0007 2025-01-01T06:01:00Z 4682.098
CME0007 2025-01-01T06:02:00Z 959.285
CME0007 2025-01-01T06:03:00Z 898.530
CME0007 2025-01-01T06:04:00Z 4341.020
CME0007 2025-01-01T06:05:00Z 688.813
CME0007 2025-01-01T06:06:00Z 3982.417
CME0007 2025-01-01T06:07:00Z 1095.841
CME0007 2025-01-01T06:08:00Z 2487.193
CME0007 2025-01-01T06:09:00Z 1183.066
CME0008 2025-01-01T07:00:00Z 831.719
CME0009 2025-01-01T08:00:00Z 1839.701
CME0009 2025-01-01T08:01:00Z 3131.974
CME0009 2025-01-01T08:02:00Z 4776.966
CME0009 2025-01-01T08:03:00Z 875.559
CME0009 2025-01-01T08:04:00Z 1329.776
CME0009 2025-01-01T08:05:00Z 2531.667
CME0009 2025-01-01T08:06:00Z 2766.305
CME0009 2025-01-01T08:07:00Z 3375.948
CME0009 2025-01-01T08:08:00Z 387.632
CME0009 2025-01-01T08:09:00Z 50.683
CME0010 2025-01-01T09:00:00Z 46.848
CME0010 2025-01-01T09:01:00Z 3285.041
CME0010 2025-01-01T09:02:00Z 2918.556
CME0010 2025-01-01T09:03:00Z 2156.987
CME0010 2025-01-01T09:04:00Z 192.105
CME0010 2025-01-01T09:05:00Z 963.913
CME0010 2025-01-01T09:06:00Z 1694.822
CME0010 2025-01-01T09:07:00Z 1688.995
CME0010 2025-01-01T09:08:00Z 4968.304
CME0010 2025-01-01T09:09:00Z 1293.494
CME0011 2025-01-01T10:00:00Z 1780.229
CME0011 2025-01-01T10:01:00Z 736.330
CME0011 2025-01-01T10:02:00Z 3870.563
CME0011 2025-01-01T10:03:00Z 972.333
CME0011 2025-01-01T10:04:00Z 1926.706
CME0011 2025-01-01T10:05:00Z 1393.996
CME0011 2025-01-01T10:06:00Z 1668.868
CME0011 2025-01-01T10:07:00Z 971.459
CME0011 2025-01-01T10:08:00Z 3216.956
CME0011 2025-01-01T10:09:00Z 1758.923
CME0012 2025-01-01T11:00:00Z 2493.323
CME0012 2025-01-01T11:01:00Z 3574.309
CME0012 2025-01-01T11:02:00Z 510.705
CME0012 2025-01-01T11:03:00Z 411.406
CME0012 2025-01-01T11:04:00Z 1187.908
CME0012 2025-01-01T11:05:00Z 711.983
CME0012 2025-01-01T11:06:00Z 4164.663
CME0012 2025-01-01T11:07:00Z 1008.151
CME0012 2025-01-01T11:08:00Z 4821.704
CME0012 2025-01-01T11:09:00Z 3808.101
CME0013 2025-01-01T12:00:00Z 1234.930
CME0013 2025-01-01T12:01:00Z 3329.789
CME0013 2025-01-01T12:02:00Z 4937.719
CME0013 2025-01-01T12:03:00Z 954.562
CME0013 2025-01-01T12:04:00Z 583.865
CME0013 2025-01-01T12:05:00Z 1074.160
CME0013 2025-01-01T12:06:00Z 1855.385
CME0013 2025-01-01T12:07:00Z 4451.347
CME0013 2025-01-01T12:08:00Z 308.799
CME0013 2025-01-01T12:09:00Z 2266.230
CME0014 2025-01-01T13:00:00Z 3757.486
CME0014 2025-01-01T13:01:00Z 23.317
CME0014 2025-01-01T13:02:00Z 2783.244
CME0014 2025-01-01T13:03:00Z 2626.102
CME0014 2025-01-01T13:04:00Z 765.262
CME0014 2025-01-01T13:05:00Z 4393.863
CME0014 2025-01-01T13:06:00Z 1853.395
CME0014 2025-01-01T13:07:00Z 4400.317
CME0014 2025-01-01T13:08:00Z 459.889
CME0014 2025-01-01T13:09:00Z 1756.906
CME0015 2025-01-01T14:00:00Z 317.785
CME0016 2025-01-01T15:00:00Z 2310.688
CME0016 2025-01-01T15:01:00Z 1338.778
CME0016 2025-01-01T15:02:00Z 807.532
CME0016 2025-01-01T15:03:00Z 223.677
CME0016 2025-01-01T15:04:00Z 477.177
CME0016 2025-01-01T15:05:00Z 2998.511
CME0016 2025-01-01T15:06:00Z 4077.627
CME0016 2025-01-01T15:07:00Z 4346.043
CME0016 2025-01-01T15:08:00Z 3666.156
CME0016 2025-01-01T15:09:00Z 4683.558
CME0017 2025-01-01T16:00:00Z 1635.059
CME0017 2025-01-01T16:01:00Z 47.669
CME0017 2025-01-01T16:02:00Z 982.515
CME0017 2025-01-01T16:03:00Z 4387.128
CME0017 2025-01-01T16:04:00Z 3562.927
CME0017 2025-01-01T16:05:00Z 3193.361
CME0017 2025-01-01T16:06:00Z 47.108
CME0017 2025-01-01T16:07:00Z 4338.991
CME0017 2025-01-01T16:08:00Z 1668.648
CME0017 2025-01-01T16:09:00Z 3473.722
CME0018 2025-01-01T17:00:00Z 847.292
CME0018 2025-01-01T17:01:00Z 1759.349
CME0018 2025-01-01T17:02:00Z 1184.557
CME0018 2025-01-01T17:03:00Z 3270.694
CME0018 2025-01-01T17:04:00Z 613.160
CME0018 2025-01-01T17:05:00Z 1919.257
CME0018 2025-01-01T17:06:00Z 492.736
CME0018 2025-01-01T17:07:00Z 1239.520
CME0018 2025-01-01T17:08:00Z 2699.305
CME0018 2025-01-01T17:09:00Z 4264.720
CME0019 2025-01-01T18:00:00Z 3737.375
CME0019 2025-01-01T18:01:00Z 858.772
CME0019 2025-01-01T18:02:00Z 1109.534
CME0019 2025-01-01T18:03:00Z 2397.837
CME0019 2025-01-01T18:04:00Z 1476.551
CME0019 2025-01-01T18:05:00Z 59.736
CME0019 2025-01-01T18:06:00Z 739.392
CME0019 2025-01-01T18:07:00Z 4329.697
CME0019 2025-01-01T18:08:00Z 2260.788
CME0019 2025-01-01T18:09:00Z 3780.637
CME0020 2025-01-01T19:00:00Z 900.217
CME0020 2025-01-01T19:01:00Z 2995.603
CME0020 2025-01-01T19:02:00Z 4782.718
CME0020 2025-01-01T19:03:00Z 991.030
CME0020 2025-01-01T19:04:00Z 2007.356
CME0020 2025-01-01T19:05:00Z 1031.297
CME0020 2025-01-01T19:06:00Z 4532.973
CME0020 2025-01-01T19:07:00Z 4054.145
CME0020 2025-01-01T19:08:00Z 1606.924
CME0020 2025-01-01T19:09:00Z 374.559
CME0021 2025-01-01T20:00:00Z 943.908
CME0021 2025-01-01T20:01:00Z 2735.607
CME0021 2025-01-01T20:02:00Z 3195.746
CME0021 2025-01-01T20:03:00Z 414.325
CME0021 2025-01-01T20:04:00Z 4541.826
CME0021 2025-01-01T20:05:00Z 4599.042
CME0021 2025-01-01T20:06:00Z 216.752
CME0021 2025-01-01T20:07:00Z 4594.031
CME0021 2025-01-01T20:08:00Z 4763.670
CME0021 2025-01-01T20:09:00Z 3024.315
CME0022 2025-01-01T21:00:00Z 3882.157
CME0022 2025-01-01T21:01:00Z 3945.408
CME0022 2025-01-01T21:02:00Z 3015.463
CME0022 2025-01-01T21:03:00Z 1200.091
CME0022 2025-01-01T21:04:00Z 781.768
CME0022 2025-01-01T21:05:00Z 750.926
CME0022 2025-01-01T21:06:00Z 3670.762
CME0022 2025-01-01T21:07:00Z 485.400
CME0022 2025-01-01T21:08:00Z 1902.434
CME0022 2025-01-01T21:09:00Z 2519.465
CME0023 2025-01-01T22:00:00Z 850.979
CME0023 2025-01-01T22:01:00Z 2173.078
CME0023 2025-01-01T22:02:00Z 1232.496
CME0023 2025-01-01T22:03:00Z 4903.389
CME0023 2025-01-01T22:04:00Z 4983.614
CME0023 2025-01-01T22:05:00Z 99.838
CME0023 2025-01-01T22:06:00Z 2413.547
CME0023 2025-01-01T22:07:00Z 3577.700
CME0023 2025-01-01T22:08:00Z 2095.898
CME0023 2025-01-01T22:09:00Z 808.138
CME0024 2025-01-01T23:00:00Z 1811.624
CME0024 2025-01-01T23:01:00Z 731.624
CME0024 2025-01-01T23:02:00Z 1039.342
CME0024 2025-01-01T23:03:00Z 1895.117
CME0024 2025-01-01T23:04:00Z 3019.936
CME0024 2025-01-01T23:05:00Z 1137.183
CME0024 2025-01-01T23:06:00Z 2681.737
CME0024 2025-01-01T23:07:00Z 135.634
CME0024 2025-01-01T23:08:00Z 4566.521
CME0024 2025-01-01T23:09:00Z 329.676
CME0025 2025-01-02T00:00:00Z 945.632
CME0025 2025-01-02T00:01:00Z 1411.215
CME0025 2025-01-02T00:02:00Z 4802.231
CME0025 2025-01-02T00:03:00Z 4603.078
CME0025 2025-01-02T00:04:00Z 809.343
CME0025 2025-01-02T00:05:00Z 2003.148
CME0025 2025-01-02T00:06:00Z 2879.964
CME0025 2025-01-02T00:07:00Z 427.308
CME0025 2025-01-02T00:08:00Z 1361.835
CME0025 2025-01-02T00:09:00Z 3286.231
CME0026 2025-01-02T01:00:00Z 1293.024
CME0026 2025-01-02T01:01:00Z 2281.363
CME0026 2025-01-02T01:02:00Z 204.268
CME0026 2025-01-02T01:03:00Z 3960.620
CME0026 2025-01-02T01:04:00Z 3490.001
CME0026 2025-01-02T01:05:00Z 10.276
CME0026 2025-01-02T01:06:00Z 3326.775
CME0026 2025-01-02T01:07:00Z 3627.092
CME0026 2025-01-02T01:08:00Z 275.319
CME0026 2025-01-02T01:09:00Z 1457.629
CME0027 2025-01-02T02:00:00Z 3315.367
CME0027 2025-01-02T02:01:00Z 2391.342
CME0027 2025-01-02T02:02:00Z 3140.203
CME0027 2025-01-02T02:03:00Z 2343.646
CME0027 2025-01-02T02:04:00Z 963.664
CME0027 2025-01-02T02:05:00Z 2682.293
CME0027 2025-01-02T02:06:00Z 1063.529
CME0027 2025-01-02T02:07:00Z 4437.009
CME0027 2025-01-02T02:08:00Z 282.389
CME0027 2025-01-02T02:09:00Z 185.281
CME0028 2025-01-02T03:00:00Z 1969.478
CME0028 2025-01-02T03:01:00Z 4090.654
CME0028 2025-01-02T03:02:00Z 2916.654
CME0028 2025-01-02T03:03:00Z 1237.040
CME0028 2025-01-02T03:04:00Z 221.691
CME0028 2025-01-02T03:05:00Z 640.688
CME0028 2025-01-02T03:06:00Z 4377.533
CME0028 2025-01-02T03:07:00Z 1882.926
CME0028 2025-01-02T03:08:00Z 3271.278
CME0028 2025-01-02T03:09:00Z 20.743
CME0029 2025-01-02T04:00:00Z 4592.365
CME0029 2025-01-02T04:01:00Z 3977.621
CME0029 2025-01-02T04:02:00Z 4963.165
CME0029 2025-01-02T04:03:00Z 2541.217
CME0029 2025-01-02T04:04:00Z 558.689
CME0029 2025-01-02T04:05:00Z 2584.975
CME0029 2025-01-02T04:06:00Z 556.561
CME0029 2025-01-02T04:07:00Z 4662.107
CME0029 2025-01-02T04:08:00Z 1676.203
CME0029 2025-01-02T04:09:00Z 680.113
CME0030 2025-01-02T05:00:00Z 190.895
CME0030 2025-01-02T05:01:00Z 3272.103
CME0030 2025-01-02T05:02:00Z 2493.268
CME0030 2025-01-02T05:03:00Z 287.700
CME0030 2025-01-02T05:04:00Z 3425.409
CME0030 2025-01-02T05:05:00Z 174.397
CME0030 2025-01-02T05:06:00Z 3273.725
CME0030 2025-01-02T05:07:00Z 3575.952
CME0030 2025-01-02T05:08:00Z 2698.212
CME0030 2025-01-02T05:09:00Z 4835.500
CME0031 2025-01-02T06:00:00Z 686.095
CME0031 2025-01-02T06:01:00Z 4161.521
CME0031 2025-01-02T06:02:00Z 1708.155
CME0031 2025-01-02T06:03:00Z 4382.679
CME0031 2025-01-02T06:04:00Z 1555.575
CME0031 2025-01-02T06:05:00Z 556.095
CME0031 2025-01-02T06:06:00Z 4094.379
CME0031 2025-01-02T06:07:00Z 1985.337
CME0031 2025-01-02T06:08:00Z 3629.251
CME0031 2025-01-02T06:09:00Z 903.150
CME0032 2025-01-02T07:00:00Z 3135.744
CME0032 2025-01-02T07:01:00Z 127.686
CME0032 2025-01-02T07:02:00Z 1490.602
CME0032 2025-01-02T07:03:00Z 3166.302
CME0032 2025-01-02T07:04:00Z 278.207
CME0032 2025-01-02T07:05:00Z 1473.868
CME0032 2025-01-02T07:06:00Z 1469.268
CME0032 2025-01-02T07:07:00Z 4451.678
CME0032 2025-01-02T07:08:00Z 686.182
CME0032 2025-01-02T07:09:00Z 2742.215
CME0033 2025-01-02T08:00:00Z 267.566
CME0034 2025-01-02T09:00:00Z 133.929
CME0034 2025-01-02T09:01:00Z 409.934
CME0034 2025-01-02T09:02:00Z 2118.138
CME0034 2025-01-02T09:03:00Z 1141.441
CME0034 2025-01-02T09:04:00Z 3816.140
CME0034 2025-01-02T09:05:00Z 1443.996
CME0034 2025-01-02T09:06:00Z 857.233
CME0034 2025-01-02T09:07:00Z 4047.410
CME0034 2025-01-02T09:08:00Z 3047.240
CME0034 2025-01-02T09:09:00Z 3312.491
CME0035 2025-01-02T10:00:00Z 2151.269
CME0035 2025-01-02T10:01:00Z 2187.131
CME0035 2025-01-02T10:02:00Z 102.132
CME0035 2025-01-02T10:03:00Z 285.220
CME0035 2025-01-02T10:04:00Z 4692.115
CME0035 2025-01-02T10:05:00Z 1165.193
CME0035 2025-01-02T10:06:00Z 4532.154
CME0035 2025-01-02T10:07:00Z 833.888
CME0035 2025-01-02T10:08:00Z 2895.373
CME0035 2025-01-02T10:09:00Z 2207.574
CME0036 2025-01-02T11:00:00Z 164.017
CME0036 2025-01-02T11:01:00Z 681.455
CME0036 2025-01-02T11:02:00Z 717.144
CME0036 2025-01-02T11:03:00Z 1495.422
CME0036 2025-01-02T11:04:00Z 4585.575
CME0036 2025-01-02T11:05:00Z 4758.339
CME0036 2025-01-02T11:06:00Z 1910.944
CME0036 2025-01-02T11:07:00Z 3735.797
CME0036 2025-01-02T11:08:00Z 4010.168
CME0036 2025-01-02T11:09:00Z 1251.949
CME0037 2025-01-02T12:00:00Z 1992.169
CME0037 2025-01-02T12:01:00Z 4578.471
CME0037 2025-01-02T12:02:00Z 4994.326
CME0037 2025-01-02T12:03:00Z 785.506
CME0037 2025-01-02T12:04:00Z 306.181
CME0037 2025-01-02T12:05:00Z 4494.233
CME0037 2025-01-02T12:06:00Z 3708.687
CME0037 2025-01-02T12:07:00Z 2551.601
CME0037 2025-01-02T12:08:00Z 501.378
CME0037 2025-01-02T12:09:00Z 3047.147
CME0038 2025-01-02T13:00:00Z 857.405
CME0038 2025-01-02T13:01:00Z 1639.267
CME0038 2025-01-02T13:02:00Z 2649.068
CME0038 2025-01-02T13:03:00Z 2653.004
